course_id,title,category,sub_category,difficulty,rating,num_reviews,num_subscribers,duration_hours,description,skills,instructor
252,NLP and Deep Learning [252],Artificial Intelligence,NLP,Beginner,3.5,13340,106720,43.8,"A complete guide to NLP designed for beginner-level learners. Covers essential tools like PyTorch, NLTK, TensorFlow with hands-on labs. Includes certificate of completion and lifetime access to materials.",PyTorch|NLTK|TensorFlow|CNN,Emma Thompson
253,Java Projects for Portfolio [253],Programming Languages,Java,Intermediate,4.1,692,8304,16.4,"Learn Java from industry experts in this hands-on intermediate course. Build portfolio-ready projects using Algorithms, Memory Management, Concurrency. Join thousands of students already learning Java.",Algorithms|Memory Management|Concurrency,Olivia Davis
254,Leadership Essentials,Business & Management,Leadership,Advanced,4.5,2844,17064,51.8,"Dive deep into Leadership with practical examples and industry best practices. Topics include Scrum, Google Analytics, Budgeting, Excel applied to real scenarios. Join thousands of students already learning Leadership.",Scrum|Google Analytics|Budgeting|Excel|Communication,Samuel Lee
255,MongoDB Performance Tuning,Database & SQL,MongoDB,Beginner,3.2,321,1926,32.7,"Dive deep into MongoDB with practical examples and industry best practices. Covers essential tools like MongoDB, ETL, Indexing with hands-on labs. Join thousands of students already learning MongoDB.",MongoDB|ETL|Indexing,Samuel Lee
256,Backend from Scratch,Web Development,Backend,Intermediate,4.6,8885,26655,58.0,"A complete guide to Backend designed for intermediate-level learners. Covers essential tools like CSS, Express, JavaScript with hands-on labs. By the end, you'll be confident in applying Backend concepts professionally.",CSS|Express|JavaScript,Ahmed Hassan
257,Advanced Big Data,Data Science,Big Data,Intermediate,3.9,3859,15436,22.1,"Dive deep into Big Data with practical examples and industry best practices. Covers essential tools like Matplotlib, NumPy, R with hands-on labs. By the end, you'll be confident in applying Big Data concepts professionally.",Matplotlib|NumPy|R|TensorFlow|Scikit-learn|SQL,Emma Thompson
258,Big Data Fundamentals,Data Science,Big Data,Intermediate,4.2,11318,90544,27.4,"This comprehensive intermediate course covers Big Data in depth. Topics include Spark, Python, Matplotlib applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Spark|Python|Matplotlib,Aisha Khan
259,C++ in Depth,Programming Languages,C++,Beginner,3.8,12891,141801,30.8,"Master the fundamentals of C++ with real-world projects and exercises. Covers essential tools like Memory Management, Testing, Git with hands-on labs. By the end, you'll be confident in applying C++ concepts professionally.",Memory Management|Testing|Git|CLI|Data Structures,Carlos Mendez
260,C++ Projects for Portfolio,Programming Languages,C++,Intermediate,3.2,8378,75402,48.4,"Dive deep into C++ with practical examples and industry best practices. You will gain practical experience with Design Patterns, CLI, Algorithms and more. Join thousands of students already learning C++.",Design Patterns|CLI|Algorithms,Kevin O'Brien
261,Hands-On Machine Learning,Data Science,Machine Learning,Advanced,4.1,11920,107280,62.0,"A complete guide to Machine Learning designed for advanced-level learners. Build portfolio-ready projects using R, Tableau, Pandas. Perfect for anyone looking to advance their career in Data Science.",R|Tableau|Pandas|Spark|SQL|Python,Maya Gupta
262,Robotics Complete Guide [262],Artificial Intelligence,Robotics,Intermediate,4.2,5943,35658,39.8,"Learn Robotics from industry experts in this hands-on intermediate course. You will gain practical experience with Keras, Python, RNN and more. By the end, you'll be confident in applying Robotics concepts professionally.",Keras|Python|RNN|OpenCV|TensorFlow,Maya Gupta
263,Entrepreneurship in the Real World,Business & Management,Entrepreneurship,Intermediate,4.3,9210,110520,24.8,"Master the fundamentals of Entrepreneurship with real-world projects and exercises. Topics include Scrum, Negotiation, Excel applied to real scenarios. Join thousands of students already learning Entrepreneurship.",Scrum|Negotiation|Excel,Thomas Wright
264,Leadership for Professionals,Business & Management,Leadership,Beginner,3.7,1967,21637,65.8,"Dive deep into Leadership with practical examples and industry best practices. Build portfolio-ready projects using Communication, Scrum, Excel. Includes certificate of completion and lifetime access to materials.",Communication|Scrum|Excel,Kevin O'Brien
265,Mastering Go,Programming Languages,Go,Intermediate,3.8,12971,77826,41.1,"Learn Go from industry experts in this hands-on intermediate course. Build portfolio-ready projects using CLI, OOP, Memory Management. Includes certificate of completion and lifetime access to materials.",CLI|OOP|Memory Management|Concurrency|Algorithms|Git,Sophie Martin
266,Advanced Database Design [266],Database & SQL,Database Design,Beginner,4.0,2974,29740,23.3,"Learn Database Design from industry experts in this hands-on beginner course. Build portfolio-ready projects using ETL, Data Modeling, MySQL. Join thousands of students already learning Database Design.",ETL|Data Modeling|MySQL,Dr. Chris Evans
267,Mastering DevOps,Cloud Computing,DevOps,Intermediate,4.4,5883,29415,47.8,"This comprehensive intermediate course covers DevOps in depth. You will gain practical experience with Docker, Jenkins, Ansible and more. Includes certificate of completion and lifetime access to materials.",Docker|Jenkins|Ansible|CI/CD|Azure,Samuel Lee
268,Hands-On Statistics,Data Science,Statistics,Advanced,3.6,3688,44256,15.4,"Dive deep into Statistics with practical examples and industry best practices. Covers essential tools like Scikit-learn, Pandas, Tableau with hands-on labs. Includes certificate of completion and lifetime access to materials.",Scikit-learn|Pandas|Tableau|R|Spark,Marcus Green
269,Statistics for Beginners,Data Science,Statistics,Beginner,4.2,243,1458,26.1,"This comprehensive beginner course covers Statistics in depth. Build portfolio-ready projects using Spark, Scikit-learn, NumPy. By the end, you'll be confident in applying Statistics concepts professionally.",Spark|Scikit-learn|NumPy,Samuel Lee
270,iOS for Beginners [270],Mobile Development,iOS,Intermediate,3.8,12373,98984,25.5,"A complete guide to iOS designed for intermediate-level learners. Build portfolio-ready projects using React Native, Swift, Android Studio. Includes certificate of completion and lifetime access to materials.",React Native|Swift|Android Studio|Dart|Kotlin,David Kim
271,Advanced Java Programming,Programming Languages,Java,Advanced,3.4,13157,65785,30.3,"This comprehensive advanced course covers Java in depth. Topics include Design Patterns, Concurrency, Git, CLI applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Design Patterns|Concurrency|Git|CLI|Memory Management,Dr. Yuki Tanaka
272,Building Robotics Systems,Artificial Intelligence,Robotics,Intermediate,4.2,1033,6198,50.5,"A complete guide to Robotics designed for intermediate-level learners. You will gain practical experience with OpenCV, CNN, Python and more. Includes certificate of completion and lifetime access to materials.",OpenCV|CNN|Python|Keras|GPT,Dr. Chris Evans
273,Penetration Testing Masterclass,Cybersecurity,Penetration Testing,Beginner,4.5,9971,59826,35.5,"Dive deep into Penetration Testing with practical examples and industry best practices. Topics include Python, Linux, Firewalls, Encryption applied to real scenarios. By the end, you'll be confident in applying Penetration Testing concepts professionally.",Python|Linux|Firewalls|Encryption|Metasploit,Sophie Martin
274,Real-World Malware Analysis,Cybersecurity,Malware Analysis,Intermediate,4.1,5577,50193,38.5,"Dive deep into Malware Analysis with practical examples and industry best practices. Covers essential tools like Forensics, Burp Suite, SIEM with hands-on labs. Perfect for anyone looking to advance their career in Cybersecurity.",Forensics|Burp Suite|SIEM|Python|Wireshark|Firewalls,Angela Rodriguez
275,Building Computer Vision Systems,Artificial Intelligence,Computer Vision,Beginner,4.3,8585,85850,27.6,"Learn Computer Vision from industry experts in this hands-on beginner course. You will gain practical experience with RNN, Transformers, OpenCV and more. Join thousands of students already learning Computer Vision.",RNN|Transformers|OpenCV|Keras|PyTorch,Dr. Chris Evans
276,Kubernetes for Beginners [276],Cloud Computing,Kubernetes,Beginner,2.8,6554,72094,46.8,"This comprehensive beginner course covers Kubernetes in depth. You will gain practical experience with Azure, Jenkins, Ansible and more. By the end, you'll be confident in applying Kubernetes concepts professionally.",Azure|Jenkins|Ansible|Docker|Kubernetes|AWS,Samuel Lee
277,Neural Networks Projects and Applications,Artificial Intelligence,Neural Networks,Intermediate,4.0,2845,8535,9.0,"Master the fundamentals of Neural Networks with real-world projects and exercises. Build portfolio-ready projects using OpenCV, GPT, PyTorch. Includes certificate of completion and lifetime access to materials.",OpenCV|GPT|PyTorch|TensorFlow,Thomas Wright
278,Mastering MongoDB,Database & SQL,MongoDB,Intermediate,4.1,8795,61565,59.4,"A complete guide to MongoDB designed for intermediate-level learners. Topics include Replication, Normalization, ETL, NoSQL applied to real scenarios. Perfect for anyone looking to advance their career in Database & SQL.",Replication|Normalization|ETL|NoSQL,Thomas Wright
279,Build Apps with Flutter,Mobile Development,Flutter,Intermediate,3.6,8817,26451,41.8,"A complete guide to Flutter designed for intermediate-level learners. Covers essential tools like Firebase, Swift, React Native with hands-on labs. By the end, you'll be confident in applying Flutter concepts professionally.",Firebase|Swift|React Native,Dr. Sarah Chen
280,Entrepreneurship Essentials,Business & Management,Entrepreneurship,Intermediate,3.5,11763,105867,51.7,"Learn Entrepreneurship from industry experts in this hands-on intermediate course. Build portfolio-ready projects using Strategy, Communication, Negotiation. Perfect for anyone looking to advance their career in Business & Management.",Strategy|Communication|Negotiation|Google Analytics,Fatima Al-Hassan
281,Scaling with Docker,Cloud Computing,Docker,Intermediate,4.5,3038,15190,22.3,"A complete guide to Docker designed for intermediate-level learners. Covers essential tools like Kubernetes, Ansible, Jenkins with hands-on labs. By the end, you'll be confident in applying Docker concepts professionally.",Kubernetes|Ansible|Jenkins|Docker|Azure,Hannah Wilson
282,Learn Go Programming [282],Programming Languages,Go,Beginner,3.6,11767,117670,44.3,"Learn Go from industry experts in this hands-on beginner course. You will gain practical experience with Algorithms, Data Structures, Testing and more. Join thousands of students already learning Go.",Algorithms|Data Structures|Testing,Dr. Sarah Chen
283,Modern Graphic Design,Design,Graphic Design,Beginner,3.0,12758,114822,12.0,"A complete guide to Graphic Design designed for beginner-level learners. Topics include Blender, InVision, Figma, Photoshop applied to real scenarios. Join thousands of students already learning Graphic Design.",Blender|InVision|Figma|Photoshop|CSS|Adobe XD,Victoria Chang
284,React Native App Development Bootcamp,Mobile Development,React Native,Advanced,4.9,3313,33130,44.8,"This comprehensive advanced course covers React Native in depth. Topics include Xcode, Android Studio, Dart, React Native applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Xcode|Android Studio|Dart|React Native,Kevin O'Brien
285,Complete Flutter Development,Mobile Development,Flutter,Beginner,3.4,14591,43773,54.7,"Learn Flutter from industry experts in this hands-on beginner course. You will gain practical experience with Flutter, Android Studio, REST API and more. Join thousands of students already learning Flutter.",Flutter|Android Studio|REST API,Aisha Khan
286,Entrepreneurship Strategies That Work,Business & Management,Entrepreneurship,Beginner,4.2,2589,20712,47.2,"Learn Entrepreneurship from industry experts in this hands-on beginner course. Topics include Google Analytics, Agile, Communication, Excel applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Google Analytics|Agile|Communication|Excel|Power BI|Negotiation,Angela Rodriguez
287,Learn C++ Programming [287],Programming Languages,C++,Advanced,3.5,9198,73584,49.8,"A complete guide to C++ designed for advanced-level learners. Topics include Concurrency, Data Structures, Algorithms, Design Patterns applied to real scenarios. Perfect for anyone looking to advance their career in Programming Languages.",Concurrency|Data Structures|Algorithms|Design Patterns,Hannah Wilson
288,Entrepreneurship Strategies That Work,Business & Management,Entrepreneurship,Intermediate,3.4,3107,34177,24.7,"A complete guide to Entrepreneurship designed for intermediate-level learners. Build portfolio-ready projects using Budgeting, Communication, Excel. Join thousands of students already learning Entrepreneurship.",Budgeting|Communication|Excel|Negotiation|Power BI|Google Analytics,Angela Rodriguez
289,Advanced PostgreSQL,Database & SQL,PostgreSQL,Intermediate,4.1,6015,72180,20.3,"This comprehensive intermediate course covers PostgreSQL in depth. Covers essential tools like SQL, Indexing, ETL with hands-on labs. Join thousands of students already learning PostgreSQL.",SQL|Indexing|ETL|Data Modeling|MySQL|Replication,Olivia Davis
290,Modern Web Design,Design,Web Design,Beginner,3.4,562,3372,14.3,"Learn Web Design from industry experts in this hands-on beginner course. You will gain practical experience with Adobe XD, Typography, CSS and more. Perfect for anyone looking to advance their career in Design.",Adobe XD|Typography|CSS|Figma|InVision,Dr. Nina Petrov
291,Product Management Fundamentals,Business & Management,Product Management,Intermediate,3.0,3469,34690,61.7,"This comprehensive intermediate course covers Product Management in depth. Covers essential tools like Agile, Power BI, Google Analytics with hands-on labs. Perfect for anyone looking to advance their career in Business & Management.",Agile|Power BI|Google Analytics|Excel|Communication,Sophie Martin
292,Hands-On Data Warehousing,Database & SQL,Data Warehousing,Advanced,4.3,13721,96047,12.5,"Learn Data Warehousing from industry experts in this hands-on advanced course. You will gain practical experience with Replication, NoSQL, SQL and more. Perfect for anyone looking to advance their career in Database & SQL.",Replication|NoSQL|SQL,Dr. Chris Evans
293,Mastering Docker,Cloud Computing,Docker,Beginner,3.2,10513,126156,25.2,"A complete guide to Docker designed for beginner-level learners. Covers essential tools like Jenkins, GCP, CI/CD with hands-on labs. Perfect for anyone looking to advance their career in Cloud Computing.",Jenkins|GCP|CI/CD|Terraform,David Kim
294,Building Generative AI Systems,Artificial Intelligence,Generative AI,Intermediate,4.3,7104,56832,37.2,"Dive deep into Generative AI with practical examples and industry best practices. Topics include NLTK, RNN, CNN, Transformers applied to real scenarios. Includes certificate of completion and lifetime access to materials.",NLTK|RNN|CNN|Transformers|PyTorch|Keras,Maya Gupta
295,Data Warehousing Bootcamp,Database & SQL,Data Warehousing,Beginner,3.3,14637,102459,5.0,"Learn Data Warehousing from industry experts in this hands-on beginner course. Topics include SQL, Replication, NoSQL, Normalization applied to real scenarios. By the end, you'll be confident in applying Data Warehousing concepts professionally.",SQL|Replication|NoSQL|Normalization|Indexing|ETL,Dr. Sarah Chen
296,Swift UI/UX Design,Mobile Development,Swift,Intermediate,3.3,4391,35128,57.3,"Learn Swift from industry experts in this hands-on intermediate course. Topics include Kotlin, Java, Android Studio, Swift applied to real scenarios. By the end, you'll be confident in applying Swift concepts professionally.",Kotlin|Java|Android Studio|Swift,Patrick Murphy
297,Android UI/UX Design,Mobile Development,Android,Intermediate,3.9,14779,177348,50.9,"This comprehensive intermediate course covers Android in depth. Build portfolio-ready projects using React Native, Android Studio, Swift. Perfect for anyone looking to advance their career in Mobile Development.",React Native|Android Studio|Swift,Dr. Chris Evans
298,Learn Go Programming,Programming Languages,Go,Beginner,4.5,3764,45168,61.7,"A complete guide to Go designed for beginner-level learners. You will gain practical experience with Debugging, Git, Concurrency and more. By the end, you'll be confident in applying Go concepts professionally.",Debugging|Git|Concurrency|CLI|OOP,Olivia Davis
299,Data Analysis for Beginners,Data Science,Data Analysis,Intermediate,4.3,9474,104214,13.2,"A complete guide to Data Analysis designed for intermediate-level learners. Build portfolio-ready projects using SQL, Python, Matplotlib. Includes certificate of completion and lifetime access to materials.",SQL|Python|Matplotlib|TensorFlow,Dr. Priya Sharma
300,Computer Vision in Practice,Artificial Intelligence,Computer Vision,Beginner,4.3,7929,87219,18.7,"A complete guide to Computer Vision designed for beginner-level learners. Topics include OpenCV, TensorFlow, Transformers, RNN applied to real scenarios. Join thousands of students already learning Computer Vision.",OpenCV|TensorFlow|Transformers|RNN|Keras|CNN,Raj Patel
301,Full Stack Masterclass 2024,Web Development,Full Stack,Intermediate,3.8,5756,34536,23.6,"Dive deep into Full Stack with practical examples and industry best practices. You will gain practical experience with CSS, TypeScript, Node.js and more. By the end, you'll be confident in applying Full Stack concepts professionally.",CSS|TypeScript|Node.js,David Kim
302,Real-World SOC Analysis,Cybersecurity,SOC Analysis,Advanced,4.3,14021,56084,14.6,"This comprehensive advanced course covers SOC Analysis in depth. Topics include Linux, Nmap, Encryption, Python applied to real scenarios. Join thousands of students already learning SOC Analysis.",Linux|Nmap|Encryption|Python|Metasploit|Wireshark,Ahmed Hassan
303,Android App Development Bootcamp,Mobile Development,Android,Beginner,3.4,8623,60361,34.0,"Dive deep into Android with practical examples and industry best practices. Topics include Java, React Native, Dart, Firebase applied to real scenarios. Perfect for anyone looking to advance their career in Mobile Development.",Java|React Native|Dart|Firebase|Flutter|Kotlin,Kevin O'Brien
304,JavaScript Data Structures & Algorithms [304],Programming Languages,JavaScript,Intermediate,4.7,1141,10269,40.1,"Master the fundamentals of JavaScript with real-world projects and exercises. You will gain practical experience with Design Patterns, Testing, OOP and more. Perfect for anyone looking to advance their career in Programming Languages.",Design Patterns|Testing|OOP|Memory Management|Debugging,Carlos Mendez
305,Digital Marketing MBA,Business & Management,Digital Marketing,Advanced,3.4,8252,82520,34.7,"This comprehensive advanced course covers Digital Marketing in depth. You will gain practical experience with Power BI, Budgeting, Scrum and more. Join thousands of students already learning Digital Marketing.",Power BI|Budgeting|Scrum,Jason Taylor
306,Hands-On MongoDB,Database & SQL,MongoDB,Beginner,4.1,3919,43109,21.8,"This comprehensive beginner course covers MongoDB in depth. Build portfolio-ready projects using Data Modeling, Replication, Indexing. Includes certificate of completion and lifetime access to materials.",Data Modeling|Replication|Indexing,Victoria Chang
307,Advanced Statistics [307],Data Science,Statistics,Advanced,4.5,11297,67782,27.8,"Dive deep into Statistics with practical examples and industry best practices. Topics include SQL, R, Matplotlib, Pandas applied to real scenarios. Includes certificate of completion and lifetime access to materials.",SQL|R|Matplotlib|Pandas|NumPy|Scikit-learn,Carlos Mendez
308,Complete C++ Developer Course [308],Programming Languages,C++,Intermediate,3.3,11330,124630,59.4,"A complete guide to C++ designed for intermediate-level learners. Topics include Memory Management, Concurrency, Design Patterns, Git applied to real scenarios. Join thousands of students already learning C++.",Memory Management|Concurrency|Design Patterns|Git,Dr. Alex Johnson
309,Node.js Development Bootcamp [309],Web Development,Node.js,Intermediate,4.7,5020,50200,45.5,"Master the fundamentals of Node.js with real-world projects and exercises. Topics include REST API, HTML, Vue.js, Node.js applied to real scenarios. Join thousands of students already learning Node.js.",REST API|HTML|Vue.js|Node.js,Michael Brooks
310,NLP in Practice,Artificial Intelligence,NLP,Beginner,2.8,1352,13520,15.7,"Dive deep into NLP with practical examples and industry best practices. Covers essential tools like RNN, Keras, CNN with hands-on labs. By the end, you'll be confident in applying NLP concepts professionally.",RNN|Keras|CNN|NLTK,David Kim
311,Finance for Professionals [311],Business & Management,Finance,Intermediate,4.7,3696,22176,46.3,"This comprehensive intermediate course covers Finance in depth. Topics include Strategy, Agile, Excel applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Strategy|Agile|Excel,Ahmed Hassan
312,Professional Go,Programming Languages,Go,Intermediate,4.1,12214,146568,36.4,"Dive deep into Go with practical examples and industry best practices. You will gain practical experience with Git, OOP, Memory Management and more. Perfect for anyone looking to advance their career in Programming Languages.",Git|OOP|Memory Management|Debugging|Algorithms|Design Patterns,Thomas Wright
313,Professional UI/UX Design,Design,UI/UX Design,Advanced,3.4,7251,65259,56.7,"Master the fundamentals of UI/UX Design with real-world projects and exercises. Covers essential tools like Figma, CSS, Sketch with hands-on labs. Join thousands of students already learning UI/UX Design.",Figma|CSS|Sketch|After Effects|Blender|Typography,Fatima Al-Hassan
314,Swift: From Idea to App Store,Mobile Development,Swift,Advanced,3.3,6825,54600,29.3,"Learn Swift from industry experts in this hands-on advanced course. Covers essential tools like Android Studio, Kotlin, Firebase with hands-on labs. Join thousands of students already learning Swift.",Android Studio|Kotlin|Firebase|REST API|Flutter|React Native,Victoria Chang
315,UI/UX Design from Zero to Pro,Design,UI/UX Design,Beginner,4.1,1447,15917,43.0,"Dive deep into UI/UX Design with practical examples and industry best practices. Topics include Adobe XD, Typography, InVision applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Adobe XD|Typography|InVision,Marcus Green
316,Project Management Certification,Business & Management,Project Management,Intermediate,4.2,6924,48468,23.2,"A complete guide to Project Management designed for intermediate-level learners. Build portfolio-ready projects using SEO, Negotiation, Communication. Join thousands of students already learning Project Management.",SEO|Negotiation|Communication|Strategy,Michael Brooks
317,NLP and Deep Learning [317],Artificial Intelligence,NLP,Beginner,3.5,10854,108540,29.4,"A complete guide to NLP designed for beginner-level learners. You will gain practical experience with GPT, CNN, Python and more. Perfect for anyone looking to advance their career in Artificial Intelligence.",GPT|CNN|Python|OpenCV|Keras|TensorFlow,Raj Patel
318,MongoDB for Developers,Database & SQL,MongoDB,Intermediate,4.2,651,3255,53.8,"Dive deep into MongoDB with practical examples and industry best practices. Build portfolio-ready projects using SQL, PostgreSQL, Indexing. By the end, you'll be confident in applying MongoDB concepts professionally.",SQL|PostgreSQL|Indexing|Replication,Jason Taylor
319,Modern Frontend with Projects [319],Web Development,Frontend,Beginner,4.7,12327,147924,25.3,"This comprehensive beginner course covers Frontend in depth. You will gain practical experience with Flask, TypeScript, REST API and more. By the end, you'll be confident in applying Frontend concepts professionally.",Flask|TypeScript|REST API|Django|JavaScript,Dr. Alex Johnson
320,Hands-On Cryptography,Cybersecurity,Cryptography,Advanced,3.2,14130,98910,24.0,"A complete guide to Cryptography designed for advanced-level learners. Topics include Burp Suite, SIEM, Metasploit applied to real scenarios. Join thousands of students already learning Cryptography.",Burp Suite|SIEM|Metasploit,Samuel Lee
321,Machine Learning A-Z,Data Science,Machine Learning,Intermediate,4.0,10261,82088,61.5,"Dive deep into Machine Learning with practical examples and industry best practices. Covers essential tools like Tableau, Pandas, Matplotlib with hands-on labs. Includes certificate of completion and lifetime access to materials.",Tableau|Pandas|Matplotlib|Spark|SQL|NumPy,Dr. Yuki Tanaka
322,Generative AI and Deep Learning,Artificial Intelligence,Generative AI,Beginner,4.1,1982,11892,49.4,"A complete guide to Generative AI designed for beginner-level learners. Covers essential tools like TensorFlow, Python, GPT with hands-on labs. Perfect for anyone looking to advance their career in Artificial Intelligence.",TensorFlow|Python|GPT,Dr. Alex Johnson
323,SOC Analysis for IT Professionals [323],Cybersecurity,SOC Analysis,Advanced,3.6,9061,72488,47.0,"This comprehensive advanced course covers SOC Analysis in depth. Build portfolio-ready projects using Burp Suite, Forensics, Wireshark. By the end, you'll be confident in applying SOC Analysis concepts professionally.",Burp Suite|Forensics|Wireshark|Metasploit,Kevin O'Brien
324,Complete Rust Developer Course [324],Programming Languages,Rust,Advanced,3.9,10326,103260,57.5,"Dive deep into Rust with practical examples and industry best practices. Build portfolio-ready projects using CLI, Memory Management, OOP. Includes certificate of completion and lifetime access to materials.",CLI|Memory Management|OOP|Debugging|Data Structures,Patrick Murphy
325,Product Management MBA [325],Business & Management,Product Management,Beginner,4.2,13149,105192,11.6,"Learn Product Management from industry experts in this hands-on beginner course. Build portfolio-ready projects using Communication, Negotiation, Agile. Perfect for anyone looking to advance their career in Business & Management.",Communication|Negotiation|Agile|Scrum|Excel,Dr. Alex Johnson
326,Product Management for Professionals,Business & Management,Product Management,Intermediate,3.6,1472,14720,56.0,"Master the fundamentals of Product Management with real-world projects and exercises. Covers essential tools like SEO, Scrum, Excel with hands-on labs. By the end, you'll be confident in applying Product Management concepts professionally.",SEO|Scrum|Excel|Power BI|Negotiation|Agile,Emma Thompson
327,MongoDB Performance Tuning,Database & SQL,MongoDB,Beginner,3.9,8242,41210,18.3,"A complete guide to MongoDB designed for beginner-level learners. Build portfolio-ready projects using MySQL, Normalization, SQL. By the end, you'll be confident in applying MongoDB concepts professionally.",MySQL|Normalization|SQL|ETL,Dr. Priya Sharma
328,Modern Node.js with Projects [328],Web Development,Node.js,Intermediate,3.2,5145,15435,41.7,"Dive deep into Node.js with practical examples and industry best practices. You will gain practical experience with Express, Node.js, Django and more. By the end, you'll be confident in applying Node.js concepts professionally.",Express|Node.js|Django,Thomas Wright
329,Practical Machine Learning with Python [329],Data Science,Machine Learning,Intermediate,3.6,5278,52780,40.8,"Master the fundamentals of Machine Learning with real-world projects and exercises. Topics include TensorFlow, NumPy, Tableau, R applied to real scenarios. Join thousands of students already learning Machine Learning.",TensorFlow|NumPy|Tableau|R|SQL,Lisa Wang
330,Pro Frontend Development,Web Development,Frontend,Advanced,3.6,11590,81130,35.4,"Learn Frontend from industry experts in this hands-on advanced course. You will gain practical experience with Django, Vue.js, REST API and more. By the end, you'll be confident in applying Frontend concepts professionally.",Django|Vue.js|REST API|TypeScript,Samuel Lee
331,SOC Analysis from Scratch [331],Cybersecurity,SOC Analysis,Intermediate,3.1,6471,32355,42.8,"Dive deep into SOC Analysis with practical examples and industry best practices. Covers essential tools like Wireshark, Firewalls, Linux with hands-on labs. By the end, you'll be confident in applying SOC Analysis concepts professionally.",Wireshark|Firewalls|Linux,Carlos Mendez
332,Network Security Masterclass [332],Cybersecurity,Network Security,Intermediate,3.1,5135,51350,30.2,"Learn Network Security from industry experts in this hands-on intermediate course. Topics include Forensics, Metasploit, Wireshark, Firewalls applied to real scenarios. By the end, you'll be confident in applying Network Security concepts professionally.",Forensics|Metasploit|Wireshark|Firewalls|Python|Nmap,Jason Taylor
333,Cryptography Certification Prep,Cybersecurity,Cryptography,Beginner,3.2,7892,78920,53.1,"Master the fundamentals of Cryptography with real-world projects and exercises. Build portfolio-ready projects using SIEM, Forensics, Linux. Join thousands of students already learning Cryptography.",SIEM|Forensics|Linux|Encryption|Nmap,Olivia Davis
334,React Development Bootcamp,Web Development,React,Advanced,3.8,6823,40938,37.9,"Dive deep into React with practical examples and industry best practices. Topics include Angular, Django, Express applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Angular|Django|Express,Kevin O'Brien
335,Full Stack from Scratch,Web Development,Full Stack,Beginner,4.2,12163,145956,52.4,"This comprehensive beginner course covers Full Stack in depth. Covers essential tools like Flask, Vue.js, Django with hands-on labs. By the end, you'll be confident in applying Full Stack concepts professionally.",Flask|Vue.js|Django|React|JavaScript|TypeScript,Marcus Green
336,Learn React by Building Projects [336],Web Development,React,Beginner,3.7,10617,31851,13.3,"Learn React from industry experts in this hands-on beginner course. You will gain practical experience with TypeScript, Flask, Node.js and more. Join thousands of students already learning React.",TypeScript|Flask|Node.js,Roberto Silva
337,Reinforcement Learning Projects and Applications,Artificial Intelligence,Reinforcement Learning,Intermediate,4.6,7172,57376,73.3,"Dive deep into Reinforcement Learning with practical examples and industry best practices. You will gain practical experience with Keras, RNN, NLTK and more. Includes certificate of completion and lifetime access to materials.",Keras|RNN|NLTK|PyTorch|OpenCV|Transformers,Ahmed Hassan
338,Computer Vision Engineering,Artificial Intelligence,Computer Vision,Beginner,4.5,14233,42699,20.2,"Dive deep into Computer Vision with practical examples and industry best practices. Covers essential tools like CNN, NLTK, TensorFlow with hands-on labs. By the end, you'll be confident in applying Computer Vision concepts professionally.",CNN|NLTK|TensorFlow,Hannah Wilson
339,Finance MBA [339],Business & Management,Finance,Beginner,3.8,5952,53568,16.7,"Learn Finance from industry experts in this hands-on beginner course. Topics include Budgeting, SEO, Google Analytics, Excel applied to real scenarios. Perfect for anyone looking to advance their career in Business & Management.",Budgeting|SEO|Google Analytics|Excel,Angela Rodriguez
340,Hands-On Deep Learning,Data Science,Deep Learning,Intermediate,3.9,12975,155700,61.9,"Dive deep into Deep Learning with practical examples and industry best practices. Topics include R, SQL, Matplotlib, Scikit-learn applied to real scenarios. Includes certificate of completion and lifetime access to materials.",R|SQL|Matplotlib|Scikit-learn,Olivia Davis
341,Leadership in the Real World,Business & Management,Leadership,Advanced,4.3,11717,128887,21.5,"Dive deep into Leadership with practical examples and industry best practices. Build portfolio-ready projects using Strategy, Agile, Budgeting. Perfect for anyone looking to advance their career in Business & Management.",Strategy|Agile|Budgeting|Negotiation,Prof. James Miller
342,Go for Absolute Beginners,Programming Languages,Go,Intermediate,3.9,1331,14641,57.3,"This comprehensive intermediate course covers Go in depth. Topics include Algorithms, Concurrency, Testing applied to real scenarios. Includes certificate of completion and lifetime access to materials.",Algorithms|Concurrency|Testing,Aisha Khan
343,Django from Scratch,Web Development,Django,Intermediate,3.9,8449,84490,35.3,"Master the fundamentals of Django with real-world projects and exercises. Covers essential tools like Vue.js, Django, HTML with hands-on labs. By the end, you'll be confident in applying Django concepts professionally.",Vue.js|Django|HTML,Patrick Murphy
344,Flutter UI/UX Design,Mobile Development,Flutter,Beginner,4.2,4830,57960,8.2,"A complete guide to Flutter designed for beginner-level learners. You will gain practical experience with Java, Android Studio, Swift and more. Join thousands of students already learning Flutter.",Java|Android Studio|Swift|Flutter|REST API,Olivia Davis
